accident_id,timestamp,latitude,longitude,severity,casualties,vehicles_involved,weather_condition,road_condition,light_condition
ACC-001495,2023-05-16T16:28:33.726207,41.83502328321369,-87.62065537325678,1,0,1,Clear,Dry,Daylight
ACC-001496,2024-05-15T21:57:44.726207,41.81196363853308,-87.54679894154185,5,3,1,Rain,Wet,Dark
ACC-001497,2024-07-14T17:28:20.726207,41.810363242914875,-87.68592475134436,4,1,1,Clear,Dry,Daylight
ACC-001498,2023-07-30T05:52:38.726207,41.87192347894984,-87.56060181931136,4,3,4,Fog,Dry,Dark
ACC-001499,2023-05-30T11:15:12.726207,41.90743742181467,-87.51331684260813,1,0,2,Clear,Dry,Daylight
ACC-001500,2025-02-03T20:04:22.726207,41.95328070871929,-87.59158049189563,3,2,1,Clear,Wet,Dark
ACC-001501,2025-03-29T05:19:32.726207,41.81783794565423,-87.7163068146692,3,0,2,Clear,Dry,Dark
ACC-001502,2023-08-11T00:41:57.726207,41.88292122934048,-87.50962927626725,4,2,4,Rain,Dry,Dark
ACC-001503,2025-01-11T02:22:31.726207,41.8733745609906,-87.74898540636818,2,0,2,Clear,Wet,Dark
ACC-001504,2025-01-19T13:40:05.726207,41.91259884256131,-87.53598479452457,4,3,2,Clear,Dry,Daylight
ACC-001505,2023-08-26T18:08:38.726207,41.870725070429806,-87.54816866129133,4,2,1,Rain,Snow,Daylight
ACC-001506,2023-12-20T14:10:32.726207,41.91329410184172,-87.6693585925683,5,4,3,Cloudy,Ice,Daylight
ACC-001507,2023-12-16T08:36:22.726207,41.86845864917792,-87.5090896951582,3,1,3,Snow,Snow,Daylight
ACC-001508,2024-01-06T18:44:42.726207,41.865050049093,-87.68418777083245,5,2,3,Rain,Wet,Daylight
ACC-001509,2024-03-15T08:30:31.726207,41.814099322416986,-87.69072995731594,5,4,1,Clear,Wet,Daylight
ACC-001510,2024-12-31T17:00:20.726207,41.88411567071197,-87.6962673696232,1,0,3,Clear,Dry,Daylight
ACC-001511,2024-08-20T08:51:07.726207,41.92645980426885,-87.60013993160368,4,3,4,Fog,Dry,Daylight
ACC-001512,2025-02-10T14:36:29.726207,41.91867622492766,-87.707257967034,3,1,1,Rain,Dry,Daylight
ACC-001513,2024-02-28T02:07:39.726207,41.92559159526351,-87.658292240793,5,2,2,Clear,Wet,Dark
ACC-001514,2024-06-11T19:30:03.726207,41.92292145204266,-87.72950638441341,2,1,2,Clear,Dry,Dark
ACC-001515,2025-04-09T03:43:14.726207,41.92061034915931,-87.6453612095001,5,3,2,Clear,Wet,Dark
ACC-001516,2024-09-01T03:55:05.726207,41.8759307267897,-87.71600761759245,5,3,1,Clear,Wet,Dark
ACC-001517,2024-11-03T16:38:35.726207,41.94848067082409,-87.52065575674271,4,2,3,Clear,Dry,Daylight
ACC-001518,2023-08-08T04:32:38.726207,41.85901448813818,-87.67587920215199,5,3,4,Rain,Wet,Dark
ACC-001519,2023-05-12T00:56:51.726207,41.88904000621408,-87.73667975964406,2,0,2,Clear,Dry,Dark
ACC-001520,2023-06-11T13:00:42.726207,41.9079338338991,-87.56366690266616,4,3,4,Clear,Wet,Daylight
ACC-001521,2025-01-07T19:15:59.726207,41.84475373628187,-87.58079222305011,4,1,2,Clear,Dry,Dark
ACC-001522,2023-10-04T14:32:22.726207,41.95995988446916,-87.65183167453264,3,0,1,Rain,Dry,Daylight
ACC-001523,2024-07-12T00:34:46.726207,41.85326004285035,-87.7394767706084,3,1,2,Clear,Dry,Dark
ACC-001524,2023-05-06T21:34:51.726207,41.86430282313662,-87.57440328138196,3,1,1,Fog,Wet,Dark
ACC-001525,2024-06-26T17:25:13.726207,41.80682759657649,-87.66833799237504,3,1,2,Rain,Dry,Daylight
ACC-001526,2024-02-26T11:36:43.726207,41.85213166460141,-87.56349380060594,2,1,4,Clear,Dry,Daylight
ACC-001527,2024-05-17T17:49:22.726207,41.87586013373896,-87.67577839244164,2,0,3,Clear,Dry,Daylight
ACC-001528,2024-04-04T14:40:58.726207,41.939693598816554,-87.5836055637375,4,2,1,Rain,Dry,Daylight
ACC-001529,2023-09-08T18:15:06.726207,41.94817298926135,-87.55802464118445,2,1,3,Clear,Unknown,Daylight
ACC-001530,2024-06-06T03:34:22.726207,41.946317699584306,-87.71845119757386,3,0,2,Clear,Slush,Dark
ACC-001531,2024-12-18T07:35:51.726207,41.913530415950056,-87.60273912798152,4,1,4,Clear,Dry,Daylight
ACC-001532,2024-09-27T19:23:32.726207,41.926018157672,-87.63817448871144,3,1,2,Clear,Dry,Dark
ACC-001533,2023-08-12T06:40:48.726207,41.82684687228618,-87.56654969271686,3,2,4,Cloudy,Dry,Daylight
ACC-001534,2024-02-21T01:50:50.726207,41.81959962274573,-87.56392934430436,4,2,4,Rain,Slush,Dark
ACC-001535,2023-10-06T04:12:11.726207,41.92254052892907,-87.67509600349858,4,1,1,Clear,Snow,Dark
ACC-001536,2023-12-17T19:00:52.726207,41.826363351782675,-87.58171338338916,4,2,2,Clear,Dry,Dark
ACC-001537,2024-04-19T02:57:44.726207,41.800178024726186,-87.56852579313781,5,1,2,Snow,Dry,Dark
ACC-001538,2023-09-18T20:34:25.726207,41.85705524322042,-87.66546615121192,2,1,2,Cloudy,Wet,Dark
ACC-001539,2023-10-28T23:16:21.726207,41.860756747903594,-87.5385864731967,4,0,4,Clear,Wet,Dark
ACC-001540,2023-10-05T13:40:07.726207,41.854563108324434,-87.58476716190334,4,2,1,Fog,Wet,Daylight
ACC-001541,2024-10-24T04:44:57.726207,41.80531313382079,-87.71271918507753,4,0,1,Rain,Wet,Dark
ACC-001542,2024-04-14T06:32:15.726207,41.93022858495664,-87.58738883448869,4,2,3,Clear,Dry,Daylight
ACC-001543,2025-03-30T01:44:33.726207,41.87454287949085,-87.66795333788946,3,2,1,Rain,Dry,Dark
ACC-001544,2023-12-17T03:38:27.726207,41.936957875095736,-87.51528670159354,3,0,1,Clear,Dry,Dark
ACC-001545,2024-11-20T11:56:55.726207,41.901205013621336,-87.74949532653578,2,1,2,Clear,Dry,Daylight
ACC-001546,2023-07-12T15:27:40.726207,41.90239453335147,-87.7411981412817,4,1,3,Clear,Dry,Daylight
ACC-001547,2025-03-30T14:36:38.726207,41.86128424478314,-87.59555557738328,2,0,4,Clear,Wet,Daylight
ACC-001548,2024-10-14T20:19:25.726207,41.92097798311103,-87.7084455114643,5,2,1,Unknown,Dry,Dark
ACC-001549,2024-06-09T08:30:18.726207,41.862937983556186,-87.51564160428082,2,1,3,Cloudy,Wet,Daylight
ACC-001550,2024-03-04T10:44:40.726207,41.85585811791663,-87.69173945188987,4,1,4,Clear,Dry,Daylight
ACC-001551,2024-06-19T22:30:37.726207,41.8284588401015,-87.66842662635032,5,1,3,Snow,Dry,Dark
ACC-001552,2023-08-10T23:28:02.726207,41.841768544243955,-87.7320592861135,4,1,3,Rain,Wet,Dark
ACC-001553,2023-04-30T06:21:41.726207,41.952421425107644,-87.69798348385551,3,2,2,Rain,Dry,Daylight
ACC-001554,2024-01-06T20:54:13.726207,41.88680571266358,-87.61161037478165,4,2,3,Rain,Dry,Dark
ACC-001555,2023-06-07T10:49:42.726207,41.96243363053245,-87.64055025602306,3,1,3,Rain,Dry,Daylight
ACC-001556,2024-03-05T03:20:55.726207,41.825951934014036,-87.73045618754783,2,1,4,Clear,Dry,Dark
ACC-001557,2023-09-14T13:26:47.726207,41.91384811717023,-87.72477470779636,5,3,1,Rain,Dry,Daylight
ACC-001558,2025-01-01T21:24:12.726207,41.89107229281273,-87.70091568812022,3,2,1,Clear,Dry,Dark
ACC-001559,2023-05-14T02:15:45.726207,41.90793540149444,-87.65808635092219,3,1,3,Clear,Wet,Dark
ACC-001560,2023-07-29T10:47:56.726207,41.92321375719212,-87.60797812477674,3,0,4,Clear,Dry,Daylight
ACC-001561,2024-09-22T01:55:38.726207,41.93758066622099,-87.64103737285387,2,1,2,Clear,Dry,Dark
ACC-001562,2025-03-11T19:11:18.726207,41.82660157397263,-87.6586293903514,2,0,3,Clear,Dry,Dark
ACC-001563,2024-07-04T13:18:59.726207,41.8710784077883,-87.57676011032653,3,1,4,Rain,Dry,Daylight
ACC-001564,2023-07-05T18:01:33.726207,41.85043170491534,-87.54523306690686,1,0,2,Cloudy,Dry,Daylight
ACC-001565,2025-02-02T07:45:12.726207,41.891735541335635,-87.7109704537971,5,1,1,Clear,Wet,Daylight
ACC-001566,2023-08-13T02:38:36.726207,41.93096940664569,-87.5645930393877,3,2,1,Snow,Slush,Dark
ACC-001567,2023-11-17T09:19:03.726207,41.91756320308317,-87.63596462143727,3,0,3,Snow,Dry,Daylight
ACC-001568,2023-05-02T12:57:56.726207,41.83839886534964,-87.54793021762998,1,0,3,Clear,Snow,Daylight
ACC-001569,2024-01-07T20:13:00.726207,41.934093469018215,-87.56134788298743,4,1,1,Clear,Dry,Dark
ACC-001570,2023-12-07T09:15:11.726207,41.95930307722509,-87.53542362256546,1,0,1,Clear,Snow,Daylight
ACC-001571,2023-11-05T06:40:09.726207,41.857645801621835,-87.72388261081194,2,1,2,Fog,Dry,Daylight
ACC-001572,2024-05-22T13:38:43.726207,41.9420798019775,-87.73227264424793,2,0,2,Rain,Dry,Daylight
ACC-001573,2024-03-07T01:48:05.726207,41.84419644028374,-87.53300170714364,5,4,1,Rain,Slush,Dark
ACC-001574,2024-04-25T14:58:24.726207,41.82550701900029,-87.74179936825885,3,2,4,Clear,Dry,Daylight
ACC-001575,2024-10-17T08:50:07.726207,41.8653864983786,-87.56821180606568,2,0,3,Snow,Dry,Daylight
ACC-001576,2025-01-03T01:50:29.726207,41.90453464888378,-87.69730299825245,5,3,4,Rain,Dry,Dark
ACC-001577,2024-11-13T14:34:59.726207,41.831946701428585,-87.64320775075004,2,1,4,Clear,Dry,Daylight
ACC-001578,2023-05-05T09:14:10.726207,41.924218844512524,-87.70847308067485,3,2,2,Clear,Wet,Daylight
ACC-001579,2024-09-26T08:48:27.726207,41.93928731134401,-87.66584615153953,2,1,3,Snow,Dry,Daylight
ACC-001580,2024-09-03T14:52:49.726207,41.95403289140706,-87.55313409934479,5,1,3,Clear,Dry,Daylight
ACC-001581,2023-05-14T04:14:53.726207,41.79761717591216,-87.69603026793531,4,2,2,Clear,Dry,Dark
ACC-001582,2024-03-03T12:08:02.726207,41.87795997480815,-87.66060122739316,3,0,3,Clear,Dry,Daylight
ACC-001583,2024-11-25T12:54:05.726207,41.93798107480446,-87.54760744232688,1,0,4,Clear,Dry,Daylight
ACC-001584,2024-01-01T09:03:27.726207,41.84402638543801,-87.62115067224993,4,1,3,Fog,Dry,Daylight
ACC-001585,2024-09-06T17:44:39.726207,41.93167809023789,-87.5556843227306,5,2,1,Clear,Snow,Daylight
ACC-001586,2024-02-16T22:13:51.726207,41.89967507585955,-87.51129210876594,3,2,3,Rain,Wet,Dark
ACC-001587,2025-01-15T12:03:51.726207,41.922654336999614,-87.561378772569,1,0,3,Clear,Dry,Daylight
ACC-001588,2024-10-05T10:56:37.726207,41.82447717355076,-87.60600048136322,3,1,2,Clear,Dry,Daylight
ACC-001589,2023-05-21T23:27:00.726207,41.82204419176584,-87.655395008694,2,0,4,Clear,Dry,Dark
ACC-001590,2025-03-10T08:18:34.726207,41.89336412879824,-87.73426248899881,3,1,3,Rain,Dry,Daylight
ACC-001591,2024-11-24T04:30:37.726207,41.8128902432532,-87.57160698272082,3,2,1,Rain,Dry,Dark
ACC-001592,2023-07-26T00:59:35.726207,41.8867650543214,-87.59657754072772,5,4,4,Clear,Dry,Dark
ACC-001593,2023-05-24T17:59:55.726207,41.94921773718806,-87.733029200244,4,0,2,Clear,Ice,Daylight
ACC-001594,2025-01-05T19:05:33.726207,41.94515394248856,-87.70282784022027,4,2,3,Clear,Wet,Dark
ACC-001595,2024-09-16T05:50:31.726207,41.82356136474862,-87.54690883462247,3,2,3,Clear,Dry,Dark
ACC-001596,2024-05-01T02:02:50.726207,41.93132500641971,-87.65834932410333,3,0,3,Fog,Dry,Dark
ACC-001597,2025-03-21T01:52:54.726207,41.96183418966017,-87.7500922221687,2,0,1,Clear,Wet,Dark
ACC-001598,2023-10-05T22:22:16.726207,41.88773235181485,-87.74268726721124,2,1,2,Clear,Ice,Dark
ACC-001599,2024-08-01T22:20:30.726207,41.94903901674957,-87.62232343904586,4,3,2,Fog,Dry,Dark
ACC-001600,2023-10-13T03:40:22.726207,41.80832202997846,-87.72322450763603,3,2,1,Cloudy,Dry,Dark
ACC-001601,2024-01-24T21:40:26.726207,41.80078107038246,-87.58869741168269,3,1,3,Clear,Dry,Dark
ACC-001602,2023-05-13T08:21:01.726207,41.854415878064316,-87.65518212330998,3,2,2,Clear,Ice,Daylight
ACC-001603,2024-06-18T07:07:15.726207,41.92456628222852,-87.55384608850657,2,0,2,Cloudy,Dry,Daylight
ACC-001604,2023-12-31T15:38:14.726207,41.94848593683287,-87.69460561420101,5,4,1,Clear,Wet,Daylight
ACC-001605,2024-03-04T19:19:43.726207,41.89039835258854,-87.54726347368641,3,2,2,Clear,Dry,Dark
ACC-001606,2024-02-06T22:36:05.726207,41.910988537059026,-87.5479968542385,2,1,4,Clear,Dry,Dark
ACC-001607,2023-10-28T10:21:56.726207,41.840096228117446,-87.59861294654497,5,3,3,Clear,Unknown,Daylight
ACC-001608,2023-12-12T05:19:58.726207,41.80797105457253,-87.61465953852822,5,0,4,Rain,Dry,Dark
ACC-001609,2024-09-14T22:19:36.726207,41.8534161019598,-87.66203055855574,5,3,1,Rain,Dry,Dark
ACC-001610,2025-04-01T18:22:21.726207,41.845290038728365,-87.52876991660708,4,1,2,Fog,Wet,Daylight
ACC-001611,2023-04-24T07:20:21.726207,41.93428828395456,-87.55696112936447,1,0,3,Clear,Dry,Daylight
ACC-001612,2025-02-22T21:29:09.726207,41.83592428994752,-87.60247115183095,3,2,4,Rain,Ice,Dark
ACC-001613,2024-11-30T08:53:09.726207,41.92114716472634,-87.63188502217054,1,0,4,Clear,Dry,Daylight
ACC-001614,2023-11-19T02:40:18.726207,41.82238023228588,-87.59836796711726,2,1,2,Clear,Wet,Dark
ACC-001615,2023-10-16T07:38:47.726207,41.80428120202606,-87.72968086087609,5,0,3,Rain,Wet,Daylight
ACC-001616,2023-10-24T12:37:58.726207,41.827040533684496,-87.68516666393516,5,4,4,Clear,Dry,Daylight
ACC-001617,2024-11-29T07:02:47.726207,41.8088667319972,-87.72322135284199,1,0,1,Clear,Dry,Daylight
ACC-001618,2023-10-23T01:52:35.726207,41.89898310632057,-87.73788401297446,5,1,3,Rain,Dry,Dark
ACC-001619,2024-03-15T13:44:28.726207,41.79696926351754,-87.63772594210188,4,2,3,Fog,Snow,Daylight
ACC-001620,2025-03-15T11:44:36.726207,41.854603026214264,-87.6254248659151,3,0,3,Clear,Ice,Daylight
ACC-001621,2023-05-10T10:41:39.726207,41.92211224671402,-87.63928986480533,3,1,1,Clear,Dry,Daylight
ACC-001622,2024-01-12T19:34:03.726207,41.881816277820704,-87.55795458448702,3,0,3,Snow,Dry,Dark
ACC-001623,2023-06-09T04:41:04.726207,41.95143421260576,-87.70831389685878,5,2,4,Unknown,Snow,Dark
ACC-001624,2024-02-25T15:10:46.726207,41.933884404373735,-87.58353804307473,5,3,1,Cloudy,Dry,Daylight
ACC-001625,2023-10-24T15:20:52.726207,41.85422398842034,-87.72237511056801,3,1,1,Clear,Dry,Daylight
ACC-001626,2024-07-18T12:11:24.726207,41.915128186754934,-87.60652368596001,4,1,1,Rain,Dry,Daylight
ACC-001627,2024-10-07T14:19:17.726207,41.78817994162794,-87.53134599518664,2,0,4,Cloudy,Dry,Daylight
ACC-001628,2024-04-03T18:25:14.726207,41.931064662779136,-87.56046678440447,5,3,2,Clear,Wet,Daylight
ACC-001629,2024-04-17T16:44:09.726207,41.827702599776444,-87.6188653696698,2,1,2,Clear,Dry,Daylight
ACC-001630,2024-07-19T05:57:56.726207,41.922369589895155,-87.56889665643672,3,1,2,Rain,Dry,Dark
ACC-001631,2024-06-26T16:11:39.726207,41.91053072931612,-87.62417781575382,5,0,3,Clear,Dry,Daylight
ACC-001632,2023-06-09T01:03:19.726207,41.79796317056368,-87.69108381149383,2,1,2,Clear,Dry,Dark
ACC-001633,2024-03-11T10:05:55.726207,41.797305411819146,-87.53600931618158,4,2,2,Clear,Dry,Daylight
ACC-001634,2023-08-25T08:19:00.726207,41.933069722822104,-87.58349893642047,4,2,1,Fog,Slush,Daylight
ACC-001635,2025-01-15T05:54:09.726207,41.8408026068527,-87.6836130294418,2,0,3,Cloudy,Wet,Dark
ACC-001636,2024-12-10T13:55:45.726207,41.876927755928016,-87.66357508740032,3,2,1,Clear,Dry,Daylight
ACC-001637,2023-05-26T10:58:01.726207,41.806208959199154,-87.61787084497308,1,0,1,Cloudy,Dry,Daylight
ACC-001638,2024-04-06T00:34:35.726207,41.79646539552916,-87.71524586942459,3,2,3,Clear,Wet,Dark
ACC-001639,2025-03-10T14:31:45.726207,41.831485489461976,-87.74640219214601,2,0,2,Clear,Dry,Daylight
ACC-001640,2023-11-20T22:21:04.726207,41.79190008060835,-87.62155889811001,4,1,3,Cloudy,Dry,Dark
ACC-001641,2023-10-11T08:10:46.726207,41.90679776446556,-87.51646289419982,2,0,2,Rain,Dry,Daylight
ACC-001642,2024-04-17T11:54:22.726207,41.95885680558857,-87.5463103960445,4,3,1,Rain,Dry,Daylight
ACC-001643,2024-05-18T22:38:05.726207,41.85428921737383,-87.65980918664307,2,1,4,Cloudy,Dry,Dark
ACC-001644,2024-12-27T21:01:59.726207,41.82311208385103,-87.67399770247734,4,1,4,Clear,Dry,Dark
ACC-001645,2024-05-28T04:31:28.726207,41.80147012755949,-87.70267920209707,3,2,1,Clear,Dry,Dark
ACC-001646,2024-06-01T08:45:47.726207,41.89855382850949,-87.57381668970382,5,3,2,Clear,Dry,Daylight
ACC-001647,2025-03-23T17:47:55.726207,41.9487682862164,-87.6920962641549,3,1,1,Clear,Dry,Daylight
ACC-001648,2023-09-20T06:22:21.726207,41.938397080550494,-87.66651086425715,3,2,1,Clear,Dry,Daylight
ACC-001649,2024-01-05T18:45:32.726207,41.846225838457016,-87.59206736079369,5,2,4,Clear,Ice,Daylight
ACC-001650,2023-06-07T05:46:14.726207,41.88643341742987,-87.74341689656026,3,2,3,Rain,Dry,Dark
ACC-001651,2025-03-22T02:03:09.726207,41.811542542588384,-87.63494590736227,4,2,1,Rain,Dry,Dark
ACC-001652,2025-03-31T21:59:09.726207,41.79408431608728,-87.70519862008507,5,2,2,Rain,Dry,Dark
ACC-001653,2024-01-10T11:27:41.726207,41.94172458117937,-87.66362882457278,3,1,4,Fog,Wet,Daylight
ACC-001654,2023-10-04T21:19:28.726207,41.835155563609156,-87.6194517774979,4,1,4,Clear,Wet,Dark
ACC-001655,2024-12-25T02:34:57.726207,41.80275662260517,-87.61969925031887,5,4,3,Clear,Dry,Dark
ACC-001656,2024-07-05T22:18:43.726207,41.86353153019331,-87.71695975188297,2,0,2,Clear,Dry,Dark
ACC-001657,2025-01-31T10:23:25.726207,41.80967710843779,-87.72517547924542,2,0,2,Clear,Dry,Daylight
ACC-001658,2023-09-04T16:32:57.726207,41.919182947192944,-87.68636484260179,5,1,3,Cloudy,Ice,Daylight
ACC-001659,2023-07-26T00:31:36.726207,41.964048933943,-87.7008663989309,4,0,2,Clear,Dry,Dark
ACC-001660,2025-02-14T20:41:31.726207,41.86340647787504,-87.72599282985509,4,0,4,Snow,Slush,Dark
ACC-001661,2024-09-03T08:41:10.726207,41.95493888098142,-87.59500244120743,2,0,2,Snow,Dry,Daylight
ACC-001662,2024-11-27T19:23:01.726207,41.92017917346456,-87.71315304336501,5,0,3,Rain,Dry,Dark
ACC-001663,2023-05-30T13:41:41.726207,41.96444108670055,-87.6591778838312,3,1,3,Clear,Dry,Daylight
ACC-001664,2024-04-23T12:00:56.726207,41.847454005931525,-87.59643531321014,5,4,2,Rain,Dry,Daylight
ACC-001665,2025-03-05T05:17:10.726207,41.885636039245576,-87.60352107813286,3,1,1,Clear,Dry,Dark
ACC-001666,2023-11-20T23:35:33.726207,41.91144143619527,-87.66578256414684,2,0,2,Clear,Dry,Dark
ACC-001667,2023-07-12T09:08:13.726207,41.82420476943883,-87.53561695395891,1,0,1,Clear,Snow,Daylight
ACC-001668,2024-09-21T05:39:18.726207,41.85167056999215,-87.5148559304572,4,2,4,Clear,Dry,Dark
ACC-001669,2025-01-04T10:41:14.726207,41.84070990126362,-87.69760320308076,2,0,3,Clear,Dry,Daylight
ACC-001670,2023-09-19T00:31:08.726207,41.792190623730804,-87.73005118171685,5,1,2,Clear,Snow,Dark
ACC-001671,2024-06-12T02:02:42.726207,41.86754923198154,-87.68939878232413,3,0,1,Clear,Slush,Dark
ACC-001672,2024-05-07T04:48:39.726207,41.80935638042422,-87.68899287007464,3,0,3,Clear,Wet,Dark
ACC-001673,2023-11-12T14:11:42.726207,41.85407774629995,-87.67170439169122,4,0,1,Clear,Dry,Daylight
ACC-001674,2024-12-25T02:22:39.726207,41.93633736364881,-87.59970343706118,2,1,1,Clear,Dry,Dark
ACC-001675,2024-09-28T07:54:49.726207,41.789420265285735,-87.65305581851676,4,3,4,Clear,Dry,Daylight
ACC-001676,2023-10-12T09:14:07.726207,41.798754500114846,-87.74783765848464,2,1,4,Rain,Dry,Daylight
ACC-001677,2024-02-11T05:48:20.726207,41.92712660325593,-87.70601032860229,4,1,4,Fog,Wet,Dark
ACC-001678,2024-08-07T00:17:43.726207,41.828214855558066,-87.72007193518057,5,4,1,Snow,Wet,Dark
ACC-001679,2023-07-20T03:13:56.726207,41.84061974843777,-87.61866106899335,2,1,2,Cloudy,Dry,Dark
ACC-001680,2024-06-13T09:23:10.726207,41.871903027506946,-87.6544163039254,3,1,1,Cloudy,Dry,Daylight
ACC-001681,2024-06-23T13:51:54.726207,41.900410839785216,-87.51593962269821,5,2,2,Clear,Snow,Daylight
ACC-001682,2024-04-11T08:52:22.726207,41.849437666413195,-87.61418209610154,4,1,2,Clear,Dry,Daylight
ACC-001683,2023-10-04T06:00:40.726207,41.932485203941596,-87.54442379809497,3,2,4,Clear,Dry,Daylight
ACC-001684,2023-10-17T16:33:46.726207,41.902333501561756,-87.62454082746393,1,0,2,Clear,Dry,Daylight
ACC-001685,2024-02-25T12:55:29.726207,41.85010380883855,-87.60274360283933,4,1,1,Clear,Dry,Daylight
ACC-001686,2024-08-07T18:29:52.726207,41.90923089901167,-87.53749933054607,4,1,3,Clear,Wet,Daylight
ACC-001687,2023-05-24T08:16:36.726207,41.90628712075803,-87.67206484346005,5,2,2,Cloudy,Snow,Daylight
ACC-001688,2024-09-29T16:08:38.726207,41.834568837595285,-87.74623793387786,4,1,4,Clear,Wet,Daylight
ACC-001689,2023-12-04T08:30:35.726207,41.859520422621635,-87.6886768369129,5,2,1,Clear,Dry,Daylight
ACC-001690,2023-12-29T20:45:40.726207,41.80881385976774,-87.66411321642222,3,2,4,Fog,Wet,Dark
ACC-001691,2023-06-27T19:13:36.726207,41.916574809270934,-87.5992467409258,4,2,2,Clear,Dry,Dark
ACC-001692,2024-12-12T15:46:57.726207,41.96755053531958,-87.7399455840714,3,1,3,Rain,Ice,Daylight
ACC-001693,2023-05-24T14:10:26.726207,41.84514168664859,-87.53560098132886,5,2,3,Clear,Dry,Daylight
ACC-001694,2025-02-12T17:01:11.726207,41.81576262567231,-87.72034076212886,2,0,2,Fog,Slush,Daylight
ACC-001695,2023-12-02T09:39:19.726207,41.817091667775436,-87.61254374187003,5,4,4,Clear,Dry,Daylight
ACC-001696,2023-07-25T03:24:19.726207,41.94062216560957,-87.60550996763261,4,1,3,Clear,Dry,Dark
ACC-001697,2024-06-17T08:12:06.726207,41.947097194151624,-87.54106140870734,2,1,2,Clear,Dry,Daylight
ACC-001698,2023-09-10T11:55:08.726207,41.84421604800178,-87.66329873951815,2,1,4,Rain,Wet,Daylight
ACC-001699,2023-11-20T01:43:34.726207,41.839390711120075,-87.7201281330179,3,1,3,Rain,Dry,Dark
ACC-001700,2024-11-10T04:02:10.726207,41.952159471040716,-87.52409446178896,3,0,1,Clear,Ice,Dark
ACC-001701,2023-09-11T21:28:03.726207,41.91528860825237,-87.5788423099686,3,0,1,Clear,Dry,Dark
ACC-001702,2023-05-25T15:44:08.726207,41.80051231036513,-87.61517042926904,5,3,3,Clear,Dry,Daylight
ACC-001703,2024-08-23T06:54:42.726207,41.832718430527,-87.53643764275249,5,4,4,Clear,Dry,Daylight
ACC-001704,2023-06-24T19:23:02.726207,41.94134500962152,-87.65852546063242,3,1,1,Cloudy,Dry,Dark
ACC-001705,2024-12-19T06:24:50.726207,41.86959170588685,-87.62820341281174,2,0,2,Snow,Dry,Daylight
ACC-001706,2025-03-25T18:21:58.726207,41.94938850343285,-87.73864217880406,5,1,4,Snow,Dry,Daylight
ACC-001707,2023-06-12T23:49:17.726207,41.811351929584845,-87.7089382597279,5,3,2,Clear,Ice,Dark
ACC-001708,2024-02-02T11:52:55.726207,41.910684717417055,-87.54346678205128,3,2,2,Clear,Wet,Daylight
ACC-001709,2023-12-01T05:31:31.726207,41.96403505878683,-87.714046705119,3,0,2,Clear,Wet,Dark
ACC-001710,2024-12-14T03:00:45.726207,41.95343151490143,-87.61157315902987,2,0,2,Clear,Dry,Dark
ACC-001711,2024-07-22T11:35:36.726207,41.930736598407236,-87.67426290787607,5,3,2,Rain,Dry,Daylight
ACC-001712,2024-06-27T15:19:25.726207,41.89771345434394,-87.56862129896153,5,0,2,Rain,Dry,Daylight
ACC-001713,2024-08-02T23:58:21.726207,41.798337367880855,-87.53260551155213,3,1,4,Fog,Dry,Dark
ACC-001714,2023-07-23T07:40:06.726207,41.865851691549615,-87.68762937537083,1,0,1,Clear,Wet,Daylight
ACC-001715,2024-08-30T15:22:17.726207,41.95508713353596,-87.62023951488939,4,2,3,Rain,Snow,Daylight
ACC-001716,2023-06-07T18:19:19.726207,41.79745224958309,-87.51849775396049,2,0,2,Fog,Wet,Daylight
ACC-001717,2024-03-06T04:12:10.726207,41.7969671184222,-87.6411209586626,3,1,4,Rain,Dry,Dark
ACC-001718,2023-11-10T14:37:41.726207,41.95861696777184,-87.67162530168449,5,2,4,Fog,Dry,Daylight
ACC-001719,2024-07-16T14:51:49.726207,41.90879788007948,-87.72552461418998,5,3,2,Rain,Dry,Daylight
ACC-001720,2023-10-30T23:35:21.726207,41.8715935365968,-87.62657583321958,5,3,2,Clear,Dry,Dark
ACC-001721,2024-10-03T19:28:45.726207,41.87194729225831,-87.61715827065133,2,1,2,Clear,Snow,Dark
ACC-001722,2024-05-03T20:50:15.726207,41.884034270074025,-87.54478020280658,5,0,1,Clear,Dry,Dark
ACC-001723,2023-10-26T01:40:47.726207,41.85511592833559,-87.65627462327794,2,0,4,Cloudy,Unknown,Dark
ACC-001724,2023-12-14T23:01:18.726207,41.923166677676285,-87.61851766267195,3,1,3,Snow,Dry,Dark
ACC-001725,2024-08-29T19:58:26.726207,41.92465229700858,-87.72499161075149,3,1,3,Cloudy,Ice,Dark
ACC-001726,2023-04-18T20:54:11.726207,41.95580847072822,-87.58022789677254,4,0,2,Cloudy,Dry,Dark
ACC-001727,2023-08-07T04:28:49.726207,41.831045465416054,-87.71361131693787,5,2,2,Clear,Dry,Dark
ACC-001728,2025-02-07T06:08:51.726207,41.800109855925186,-87.56400627754849,5,1,2,Clear,Ice,Daylight
ACC-001729,2023-05-11T14:37:28.726207,41.82717001328637,-87.72691885969921,5,0,1,Rain,Dry,Daylight
ACC-001730,2023-10-13T21:22:48.726207,41.96725151424205,-87.74752540702119,4,1,4,Clear,Dry,Dark
ACC-001731,2024-04-15T08:27:56.726207,41.94094959503729,-87.5444192910049,2,0,4,Rain,Wet,Daylight
